Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price
QD,Qudian Inc.,Technology,Information Technology Services,China,1.32B,4.19,4.12
OPHC,"OptimumBank Holdings, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,6.53M,4.30,4.24
AFGE,"American Financial Group, Inc.",Financial,Property & Casualty Insurance,USA,2.26B,4.31,25.49
FG,FGL Holdings,Financial,Life Insurance,Cayman Islands,1.70B,4.37,7.90
FAM,First Trust/Aberdeen Global Opportunity Income Fund,Financial,Closed-End Fund - Debt,USA,118.24M,4.38,9.13
TURN,180 Degree Capital Corp.,Financial,Asset Management,USA,63.44M,4.40,2.05
CYD,China Yuchai International Limited,Industrial Goods,Diversified Machinery,Singapore,595.24M,4.41,14.77
TWO,Two Harbors Investment Corp.,Financial,REIT - Residential,USA,3.67B,4.41,14.62
BTU,Peabody Energy Corporation,Basic Materials,Industrial Metals & Minerals,USA,4.28B,4.43,35.73
GLQ,Clough Global Equity Fund,Financial,Asset Management,USA,145.54M,4.46,13.32
CNX,CNX Resources Corporation,Basic Materials,Independent Oil & Gas,USA,3.09B,4.47,14.96
SINO,"Sino-Global Shipping America, Ltd.",Services,Air Delivery & Freight Services,USA,17.19M,4.47,1.27
NRZ,New Residential Investment Corp.,Financial,REIT - Residential,USA,6.19B,4.48,17.93
TAIT,Taitron Components Incorporated,Services,Electronics Wholesale,USA,8.56M,4.49,1.62
GLO,Clough Global Opportunities Fund,Financial,Asset Management,USA,304.20M,4.49,9.53
SNFCA,Security National Financial Corporation,Financial,Credit Services,USA,85.22M,4.49,5.77
BGR,BlackRock Energy and Resources Trust,Financial,Closed-End Fund - Equity,USA,372.82M,4.49,12.71
MDR,"McDermott International, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,2.28B,4.51,8.55
CIEN,Ciena Corporation,Technology,Communication Equipment,USA,4.39B,4.55,31.50
STRM,"Streamline Health Solutions, Inc.",Technology,Healthcare Information Services,USA,17.48M,4.57,0.86
SHI,Sinopec Shanghai Petrochemical Company Limited,Basic Materials,Oil & Gas Refining & Marketing,China,7.46B,4.58,43.85
KRO,"Kronos Worldwide, Inc.",Basic Materials,Specialty Chemicals,USA,1.59B,4.59,14.12
UCTT,"Ultra Clean Holdings, Inc.",Technology,Semiconductor Equipment & Materials,USA,398.36M,4.59,10.20
HX,Hexindai Inc.,Financial,Credit Services,China,377.80M,4.61,7.82
MXE,Mexico Equity & Income Fund Inc.,Financial,Asset Management,Mexico,75.93M,4.62,10.37
ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,548.29M,4.64,16.89
ALEX,"Alexander & Baldwin, Inc.",Financial,Real Estate Development,USA,1.44B,4.65,19.43
JP,Jupai Holdings Limited,Financial,Asset Management,China,250.74M,4.67,7.72
BGI,Birks Group Inc.,Services,Jewelry Stores,Canada,22.20M,4.69,1.20
HABT,"The Habit Restaurants, Inc.",Services,Restaurants,USA,376.19M,4.71,14.25
BOE,BlackRock Enhanced Global Dividend Trust,Financial,Closed-End Fund - Foreign,USA,692.56M,4.73,10.17
MT,ArcelorMittal,Basic Materials,Steel & Iron,Luxembourg,25.79B,4.73,25.05
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,Financial,Closed-End Fund - Equity,USA,163.21M,4.75,11.65
RMT,"Royce Micro-Cap Trust, Inc.",Financial,Closed-End Fund - Equity,USA,329.94M,4.76,8.74
WTI,"W&T Offshore, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,USA,929.21M,4.76,6.98
FUND,"Sprott Focus Trust, Inc. - Clos",Financial,Closed-End Fund - Equity,USA,173.84M,4.80,6.73
SDR,SandRidge Mississippian Trust II,Basic Materials,Independent Oil & Gas,USA,55.72M,4.81,1.13
PZN,"Pzena Investment Management, Inc",Financial,Asset Management,USA,697.40M,4.82,10.01
PFSI,"PennyMac Financial Services, Inc.",Financial,Mortgage Investment,USA,511.21M,4.86,19.90
EOS,Eaton Vance Enhanced Equity Income Fund II,Financial,Closed-End Fund - Equity,USA,734.92M,4.88,15.74
ADES,"Advanced Emissions Solutions, Inc.",Industrial Goods,Pollution & Treatment Controls,USA,196.70M,4.89,9.90
DIAX,Nuveen Dow 30 Dynamic Overwrite Fund,Financial,Closed-End Fund - Equity,USA,632.22M,4.91,17.80
DHX,"DHI Group, Inc.",Services,Staffing & Outsourcing Services,USA,86.97M,4.92,1.65
CII,"BlackRock Enhanced Capital and Income Fund, Inc.",Financial,Closed-End Fund - Equity,USA,676.82M,4.94,15.55
SWN,Southwestern Energy Company,Basic Materials,Independent Oil & Gas,USA,3.12B,4.94,5.38
